Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Returned;Person
7546;CA-2016-103492;10/10/2016;15/10/2016;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Huntsville;Texas;77340.0;Central;TEC-PH-10001128;Technology;Phones;Motorola Droid Maxx;719.952;6.0;0.2;71.9952;;Kelly Williams
7547;CA-2016-103492;10/10/2016;15/10/2016;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Huntsville;Texas;77340.0;Central;TEC-PH-10004667;Technology;Phones;Cisco 8x8 Inc. 6753i IP Business Phone System;755.944;7.0;0.2;66.1451;;Kelly Williams
7548;CA-2016-103492;10/10/2016;15/10/2016;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Huntsville;Texas;77340.0;Central;OFF-BI-10004817;Office Supplies;Binders;GBC Personal VeloBind Strips;11.98;5.0;0.8;-19.168;;Kelly Williams
7549;CA-2016-103492;10/10/2016;15/10/2016;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Huntsville;Texas;77340.0;Central;OFF-BI-10004140;Office Supplies;Binders;Avery Non-Stick Binders;0.898;1.0;0.8;-1.5715;;Kelly Williams
8381;CA-2016-103527;09/09/2016;14/09/2016;Second Class;CC-12220;Chris Cortes;Consumer;United States;Chicago;Illinois;60653.0;Central;OFF-PA-10001622;Office Supplies;Paper;"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled";10.896;3.0;0.2;3.405;;Kelly Williams
6530;CA-2016-103744;23/02/2016;27/02/2016;Standard Class;MG-17875;Michael Grace;Home Office;United States;El Paso;Texas;79907.0;Central;OFF-LA-10004425;Office Supplies;Labels;Staple-on labels;6.936;3.0;0.2;2.3409;Yes;Kelly Williams
6531;CA-2016-103744;23/02/2016;27/02/2016;Standard Class;MG-17875;Michael Grace;Home Office;United States;El Paso;Texas;79907.0;Central;OFF-BI-10000320;Office Supplies;Binders;GBC Plastic Binding Combs;4.428;3.0;0.8;-6.8634;Yes;Kelly Williams
7981;CA-2016-103800;03/01/2016;07/01/2016;Standard Class;DP-13000;Darren Powers;Consumer;United States;Houston;Texas;77095.0;Central;OFF-PA-10000174;Office Supplies;Paper;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book";16.448;2.0;0.2;5.5512;;Kelly Williams
544;CA-2016-103849;11/05/2016;16/05/2016;Standard Class;PG-18895;Paul Gonzalez;Consumer;United States;Fort Worth;Texas;76106.0;Central;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;58.112;2.0;0.2;7.264;;Kelly Williams
545;CA-2016-103849;11/05/2016;16/05/2016;Standard Class;PG-18895;Paul Gonzalez;Consumer;United States;Fort Worth;Texas;76106.0;Central;TEC-PH-10002597;Technology;Phones;Xblue XB-1670-86 X16 Small Office Telephone - Titanium;100.792;1.0;0.2;6.2995;;Kelly Williams
546;CA-2016-103849;11/05/2016;16/05/2016;Standard Class;PG-18895;Paul Gonzalez;Consumer;United States;Fort Worth;Texas;76106.0;Central;FUR-FU-10000723;Furniture;Furnishings;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;66.112;4.0;0.6;-84.2928;;Kelly Williams
3305;CA-2016-104738;30/12/2016;01/01/2017;Second Class;SP-20620;Stefania Perrino;Corporate;United States;Laredo;Texas;78041.0;Central;OFF-EN-10004955;Office Supplies;Envelopes;Fashion Color Clasp Envelopes;12.984;3.0;0.2;4.7067;;Kelly Williams
3306;CA-2016-104738;30/12/2016;01/01/2017;Second Class;SP-20620;Stefania Perrino;Corporate;United States;Laredo;Texas;78041.0;Central;TEC-PH-10002468;Technology;Phones;Plantronics CS 50-USB - headset - Convertible, Monaural;217.584;2.0;0.2;19.0386;;Kelly Williams
3307;CA-2016-104738;30/12/2016;01/01/2017;Second Class;SP-20620;Stefania Perrino;Corporate;United States;Laredo;Texas;78041.0;Central;TEC-PH-10000576;Technology;Phones;AT&T 1080 Corded phone;328.776;3.0;0.2;28.7679;;Kelly Williams
3308;CA-2016-104738;30/12/2016;01/01/2017;Second Class;SP-20620;Stefania Perrino;Corporate;United States;Laredo;Texas;78041.0;Central;OFF-BI-10002160;Office Supplies;Binders;Acco Hanging Data Binders;2.286;3.0;0.8;-3.6576;;Kelly Williams
3309;CA-2016-104738;30/12/2016;01/01/2017;Second Class;SP-20620;Stefania Perrino;Corporate;United States;Laredo;Texas;78041.0;Central;TEC-AC-10003628;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;47.984;2.0;0.2;14.3952;;Kelly Williams
1794;CA-2016-104773;08/12/2016;13/12/2016;Standard Class;TB-21175;Thomas Boland;Corporate;United States;Houston;Texas;77041.0;Central;OFF-ST-10000777;Office Supplies;Storage;Companion Letter/Legal File, Black;60.416;2.0;0.2;6.0416;;Kelly Williams
5261;CA-2016-105165;07/09/2016;10/09/2016;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Houston;Texas;77036.0;Central;TEC-PH-10000675;Technology;Phones;Panasonic KX TS3282B Corded phone;196.776;3.0;0.2;14.7582;;Kelly Williams
5262;CA-2016-105165;07/09/2016;10/09/2016;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Houston;Texas;77036.0;Central;OFF-BI-10000050;Office Supplies;Binders;Angle-D Binders with Locking Rings, Label Holders;2.92;2.0;0.8;-4.818;;Kelly Williams
5263;CA-2016-105165;07/09/2016;10/09/2016;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Houston;Texas;77036.0;Central;FUR-TA-10004154;Furniture;Tables;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;200.795;1.0;0.3;-22.948;;Kelly Williams
5264;CA-2016-105165;07/09/2016;10/09/2016;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Houston;Texas;77036.0;Central;TEC-AC-10002718;Technology;Accessories;Belkin Standard 104 key USB Keyboard;46.688;4.0;0.2;-2.918;;Kelly Williams
5265;CA-2016-105165;07/09/2016;10/09/2016;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Houston;Texas;77036.0;Central;OFF-AR-10003179;Office Supplies;Art;Dixon Ticonderoga Core-Lock Colored Pencils;21.864;3.0;0.2;3.5529;;Kelly Williams
3394;CA-2016-105340;22/11/2016;25/11/2016;First Class;EH-14185;Evan Henry;Consumer;United States;Pasadena;Texas;77506.0;Central;OFF-BI-10001765;Office Supplies;Binders;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;6.928;1.0;0.8;-11.0848;;Kelly Williams
7661;CA-2016-105417;07/01/2016;12/01/2016;Standard Class;VS-21820;Vivek Sundaresam;Consumer;United States;Huntsville;Texas;77340.0;Central;FUR-FU-10004864;Furniture;Furnishings;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";76.728;3.0;0.6;-53.7096;;Kelly Williams
7662;CA-2016-105417;07/01/2016;12/01/2016;Standard Class;VS-21820;Vivek Sundaresam;Consumer;United States;Huntsville;Texas;77340.0;Central;OFF-BI-10003708;Office Supplies;Binders;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";10.43;7.0;0.8;-18.2525;;Kelly Williams
17;CA-2016-105893;11/11/2016;18/11/2016;Standard Class;PK-19075;Pete Kriz;Consumer;United States;Madison;Wisconsin;53711.0;Central;OFF-ST-10004186;Office Supplies;Storage;"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D";665.88;6.0;0.0;13.3176;;Kelly Williams
4722;CA-2016-106229;07/06/2016;11/06/2016;Second Class;NR-18550;Nick Radford;Consumer;United States;Aurora;Illinois;60505.0;Central;FUR-TA-10002041;Furniture;Tables;Bevis Round Conference Table Top, X-Base;268.935;3.0;0.5;-209.7693;;Kelly Williams
757;CA-2016-106803;29/12/2016;02/01/2017;Standard Class;DC-13285;Debra Catini;Consumer;United States;Cottage Grove;Minnesota;55016.0;Central;OFF-ST-10002444;Office Supplies;Storage;Recycled Eldon Regeneration Jumbo File;24.56;2.0;0.0;6.8768;;Kelly Williams
758;CA-2016-106803;29/12/2016;02/01/2017;Standard Class;DC-13285;Debra Catini;Consumer;United States;Cottage Grove;Minnesota;55016.0;Central;TEC-AC-10001267;Technology;Accessories;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;119.8;4.0;0.0;47.92;;Kelly Williams
9140;CA-2016-106971;02/09/2016;08/09/2016;Standard Class;BM-11785;Bryan Mills;Consumer;United States;Buffalo Grove;Illinois;60089.0;Central;TEC-AC-10000844;Technology;Accessories;Logitech Gaming G510s - Keyboard;475.944;7.0;0.2;95.1888;;Kelly Williams
5467;CA-2016-107706;14/02/2016;19/02/2016;Second Class;ST-20530;Shui Tom;Consumer;United States;Houston;Texas;77095.0;Central;OFF-PA-10000466;Office Supplies;Paper;Memo Book, 100 Message Capacity, 5 3/8” x 11”;16.176;3.0;0.2;6.066;;Kelly Williams
7371;CA-2016-107769;28/10/2016;01/11/2016;Standard Class;BT-11395;Bill Tyler;Corporate;United States;Garden City;Kansas;67846.0;Central;TEC-PH-10001336;Technology;Phones;Digium D40 VoIP phone;257.98;2.0;0.0;74.8142;;Kelly Williams
8981;CA-2016-108182;06/02/2016;10/02/2016;Second Class;DL-13315;Delfina Latchford;Consumer;United States;Romeoville;Illinois;60441.0;Central;OFF-BI-10001196;Office Supplies;Binders;Avery Flip-Chart Easel Binder, Black;8.952;2.0;0.8;-14.7708;;Kelly Williams
4713;CA-2016-108273;16/12/2016;21/12/2016;Standard Class;EJ-13720;Ed Jacobs;Consumer;United States;Huntsville;Texas;77340.0;Central;OFF-PA-10000029;Office Supplies;Paper;Xerox 224;36.288;7.0;0.2;12.7008;;Kelly Williams
4714;CA-2016-108273;16/12/2016;21/12/2016;Standard Class;EJ-13720;Ed Jacobs;Consumer;United States;Huntsville;Texas;77340.0;Central;FUR-FU-10002116;Furniture;Furnishings;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;56.568;2.0;0.6;-74.9526;;Kelly Williams
4521;CA-2016-109491;20/02/2016;26/02/2016;Standard Class;LC-16930;Linda Cazamias;Corporate;United States;Richmond;Indiana;47374.0;Central;TEC-AC-10001284;Technology;Accessories;Enermax Briskie RF Wireless Keyboard and Mouse Combo;62.31;3.0;0.0;22.4316;;Kelly Williams
4522;CA-2016-109491;20/02/2016;26/02/2016;Standard Class;LC-16930;Linda Cazamias;Corporate;United States;Richmond;Indiana;47374.0;Central;FUR-FU-10000221;Furniture;Furnishings;Master Caster Door Stop, Brown;20.32;4.0;0.0;6.9088;;Kelly Williams
8830;CA-2016-109680;06/10/2016;09/10/2016;First Class;VP-21760;Victoria Pisteka;Corporate;United States;Indianapolis;Indiana;46203.0;Central;OFF-ST-10001932;Office Supplies;Storage;Fellowes Staxonsteel Drawer Files;386.34;2.0;0.0;54.0876;;Kelly Williams
8481;CA-2016-109890;21/07/2016;27/07/2016;Standard Class;PG-18820;Patrick Gardner;Consumer;United States;Omaha;Nebraska;68104.0;Central;TEC-PH-10004100;Technology;Phones;Griffin GC17055 Auxiliary Audio Cable;35.98;2.0;0.0;10.0744;;Kelly Williams
7443;CA-2016-109932;09/12/2016;11/12/2016;First Class;VP-21760;Victoria Pisteka;Corporate;United States;Brownsville;Texas;78521.0;Central;OFF-PA-10001804;Office Supplies;Paper;Xerox 195;10.688;2.0;0.2;3.7408;;Kelly Williams
7444;CA-2016-109932;09/12/2016;11/12/2016;First Class;VP-21760;Victoria Pisteka;Corporate;United States;Brownsville;Texas;78521.0;Central;OFF-ST-10000036;Office Supplies;Storage;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;237.096;3.0;0.2;20.7459;;Kelly Williams
2720;CA-2016-110030;06/12/2016;08/12/2016;Second Class;LF-17185;Luke Foster;Consumer;United States;Houston;Texas;77095.0;Central;FUR-FU-10002759;Furniture;Furnishings;12-1/2 Diameter Round Wall Clock;23.976;3.0;0.6;-14.3856;;Kelly Williams
4560;CA-2016-110219;05/05/2016;08/05/2016;First Class;EB-13870;Emily Burns;Consumer;United States;San Antonio;Texas;78207.0;Central;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;127.869;3.0;0.3;-9.1335;;Kelly Williams
2084;CA-2016-110352;23/11/2016;29/11/2016;Standard Class;ED-13885;Emily Ducich;Home Office;United States;Houston;Texas;77036.0;Central;OFF-LA-10003923;Office Supplies;Labels;Alphabetical Labels for Top Tab Filing;23.68;2.0;0.2;8.88;;Kelly Williams
2006;CA-2016-111150;31/12/2016;04/01/2017;Standard Class;RW-19630;Rob Williams;Corporate;United States;Columbia;Missouri;65203.0;Central;OFF-AR-10000034;Office Supplies;Art;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;29.68;7.0;0.0;11.5752;;Kelly Williams
2007;CA-2016-111150;31/12/2016;04/01/2017;Standard Class;RW-19630;Rob Williams;Corporate;United States;Columbia;Missouri;65203.0;Central;TEC-AC-10000290;Technology;Accessories;Sabrent 4-Port USB 2.0 Hub;47.53;7.0;0.0;16.1602;;Kelly Williams
7296;CA-2016-111899;04/05/2016;05/05/2016;First Class;NC-18340;Nat Carroll;Consumer;United States;Houston;Texas;77036.0;Central;OFF-AR-10001725;Office Supplies;Art;Boston Home & Office Model 2000 Electric Pencil Sharpeners;37.84;2.0;0.2;2.838;;Kelly Williams
7297;CA-2016-111899;04/05/2016;05/05/2016;First Class;NC-18340;Nat Carroll;Consumer;United States;Houston;Texas;77036.0;Central;OFF-FA-10000840;Office Supplies;Fasteners;OIC Thumb-Tacks;5.472;6.0;0.2;1.8468;;Kelly Williams
740;CA-2016-112326;04/01/2016;08/01/2016;Standard Class;PO-19195;Phillina Ober;Home Office;United States;Naperville;Illinois;60540.0;Central;OFF-LA-10003223;Office Supplies;Labels;Avery 508;11.784;3.0;0.2;4.2717;;Kelly Williams
741;CA-2016-112326;04/01/2016;08/01/2016;Standard Class;PO-19195;Phillina Ober;Home Office;United States;Naperville;Illinois;60540.0;Central;OFF-ST-10002743;Office Supplies;Storage;SAFCO Boltless Steel Shelving;272.736;3.0;0.2;-64.7748;;Kelly Williams
742;CA-2016-112326;04/01/2016;08/01/2016;Standard Class;PO-19195;Phillina Ober;Home Office;United States;Naperville;Illinois;60540.0;Central;OFF-BI-10004094;Office Supplies;Binders;GBC Standard Plastic Binding Systems Combs;3.54;2.0;0.8;-5.487;;Kelly Williams
9831;CA-2016-113257;16/12/2016;18/12/2016;Second Class;SC-20305;Sean Christensen;Consumer;United States;Beaumont;Texas;77705.0;Central;TEC-AC-10004171;Technology;Accessories;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;319.968;4.0;0.2;95.9904;;Kelly Williams
9832;CA-2016-113257;16/12/2016;18/12/2016;Second Class;SC-20305;Sean Christensen;Consumer;United States;Beaumont;Texas;77705.0;Central;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;8.624;7.0;0.6;-2.5872;;Kelly Williams
5278;CA-2016-113859;13/09/2016;17/09/2016;Standard Class;BC-11125;Becky Castell;Home Office;United States;Odessa;Texas;79762.0;Central;FUR-CH-10004698;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;340.116;6.0;0.3;-9.7176;;Kelly Williams
6548;CA-2016-113880;01/03/2016;05/03/2016;Standard Class;VF-21715;Vicky Freymann;Home Office;United States;Elmhurst;Illinois;60126.0;Central;FUR-CH-10000863;Furniture;Chairs;Novimex Swivel Fabric Task Chair;634.116;6.0;0.3;-172.1172;;Kelly Williams
6549;CA-2016-113880;01/03/2016;05/03/2016;Standard Class;VF-21715;Vicky Freymann;Home Office;United States;Elmhurst;Illinois;60126.0;Central;OFF-PA-10003036;Office Supplies;Paper;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";17.472;3.0;0.2;5.6784;;Kelly Williams
9896;CA-2016-115049;26/09/2016;01/10/2016;Standard Class;MM-17920;Michael Moore;Consumer;United States;Chicago;Illinois;60623.0;Central;TEC-AC-10004859;Technology;Accessories;Maxell Pro 80 Minute CD-R, 10/Pack;153.824;11.0;0.2;38.456;;Kelly Williams
4131;CA-2016-115336;18/11/2016;25/11/2016;Standard Class;AB-10600;Ann Blume;Corporate;United States;Chicago;Illinois;60623.0;Central;OFF-BI-10001107;Office Supplies;Binders;GBC White Gloss Covers, Plain Front;14.48;5.0;0.8;-23.892;;Kelly Williams
3270;CA-2016-115980;15/07/2016;19/07/2016;Standard Class;VW-21775;Victoria Wilson;Corporate;United States;Sioux Falls;South Dakota;57103.0;Central;TEC-AC-10003709;Technology;Accessories;Maxell 4.7GB DVD-R 5/Pack;2.97;3.0;0.0;1.3068;;Kelly Williams
3271;CA-2016-115980;15/07/2016;19/07/2016;Standard Class;VW-21775;Victoria Wilson;Corporate;United States;Sioux Falls;South Dakota;57103.0;Central;OFF-FA-10000304;Office Supplies;Fasteners;Advantus Push Pins;6.54;3.0;0.0;2.6814;;Kelly Williams
4502;CA-2016-116757;30/06/2016;04/07/2016;Standard Class;MS-17980;Michael Stewart;Corporate;United States;Houston;Texas;77095.0;Central;OFF-PA-10002005;Office Supplies;Paper;Xerox 225;25.92;5.0;0.2;9.072;;Kelly Williams
4503;CA-2016-116757;30/06/2016;04/07/2016;Standard Class;MS-17980;Michael Stewart;Corporate;United States;Houston;Texas;77095.0;Central;OFF-FA-10002815;Office Supplies;Fasteners;Staples;21.312;6.0;0.2;7.1928;;Kelly Williams
4097;CA-2016-116904;23/09/2016;28/09/2016;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Minneapolis;Minnesota;55407.0;Central;OFF-PA-10004888;Office Supplies;Paper;Xerox 217;32.4;5.0;0.0;15.552;;Kelly Williams
4098;CA-2016-116904;23/09/2016;28/09/2016;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Minneapolis;Minnesota;55407.0;Central;OFF-ST-10000736;Office Supplies;Storage;Carina Double Wide Media Storage Towers in Natural & Black;404.9;5.0;0.0;16.196;;Kelly Williams
4099;CA-2016-116904;23/09/2016;28/09/2016;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Minneapolis;Minnesota;55407.0;Central;OFF-BI-10001120;Office Supplies;Binders;Ibico EPK-21 Electric Binding System;9449.95;5.0;0.0;4630.4755;;Kelly Williams
4100;CA-2016-116904;23/09/2016;28/09/2016;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Minneapolis;Minnesota;55407.0;Central;OFF-BI-10000301;Office Supplies;Binders;GBC Instant Report Kit;12.94;2.0;0.0;6.47;;Kelly Williams
1166;CA-2016-117709;04/05/2016;08/05/2016;Standard Class;PM-18940;Paul MacIntyre;Consumer;United States;Jackson;Michigan;49201.0;Central;OFF-BI-10001294;Office Supplies;Binders;Fellowes Binding Cases;46.8;4.0;0.0;21.06;;Kelly Williams
5979;CA-2016-117765;07/09/2016;13/09/2016;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Tulsa;Oklahoma;74133.0;Central;FUR-TA-10001039;Furniture;Tables;KI Adjustable-Height Table;429.9;5.0;0.0;111.774;;Kelly Williams
5980;CA-2016-117765;07/09/2016;13/09/2016;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Tulsa;Oklahoma;74133.0;Central;OFF-BI-10000474;Office Supplies;Binders;Avery Recycled Flexi-View Covers for Binding Systems;32.06;2.0;0.0;15.3888;;Kelly Williams
5981;CA-2016-117765;07/09/2016;13/09/2016;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Tulsa;Oklahoma;74133.0;Central;FUR-CH-10004698;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;161.96;2.0;0.0;45.3488;;Kelly Williams
5982;CA-2016-117765;07/09/2016;13/09/2016;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Tulsa;Oklahoma;74133.0;Central;OFF-ST-10003327;Office Supplies;Storage;Akro-Mils 12-Gallon Tote;19.86;2.0;0.0;5.7594;;Kelly Williams
7204;CA-2016-118276;29/12/2016;02/01/2017;Standard Class;MG-17890;Michael Granlund;Home Office;United States;Saint Charles;Illinois;60174.0;Central;FUR-FU-10002111;Furniture;Furnishings;Master Caster Door Stop, Large Brown;8.736;3.0;0.6;-4.8048;;Kelly Williams
1346;CA-2016-118339;17/03/2016;24/03/2016;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044.0;Central;OFF-AP-10001154;Office Supplies;Appliances;Bionaire Personal Warm Mist Humidifier/Vaporizer;93.78;2.0;0.0;36.5742;;Kelly Williams
1347;CA-2016-118339;17/03/2016;24/03/2016;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044.0;Central;OFF-PA-10000466;Office Supplies;Paper;Memo Book, 100 Message Capacity, 5 3/8” x 11”;47.18;7.0;0.0;23.59;;Kelly Williams
1348;CA-2016-118339;17/03/2016;24/03/2016;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044.0;Central;OFF-AR-10003829;Office Supplies;Art;Newell 35;19.68;6.0;0.0;5.7072;;Kelly Williams
1349;CA-2016-118339;17/03/2016;24/03/2016;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044.0;Central;OFF-BI-10001758;Office Supplies;Binders;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;53.4;10.0;0.0;25.098;;Kelly Williams
1350;CA-2016-118339;17/03/2016;24/03/2016;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044.0;Central;OFF-BI-10000136;Office Supplies;Binders;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;35.88;6.0;0.0;17.2224;;Kelly Williams
9590;CA-2016-119172;11/05/2016;15/05/2016;Standard Class;HD-14785;Harold Dahlen;Home Office;United States;Chicago;Illinois;60610.0;Central;OFF-PA-10003036;Office Supplies;Paper;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";17.472;3.0;0.2;5.6784;;Kelly Williams
9591;CA-2016-119172;11/05/2016;15/05/2016;Standard Class;HD-14785;Harold Dahlen;Home Office;United States;Chicago;Illinois;60610.0;Central;OFF-BI-10002026;Office Supplies;Binders;Avery Arch Ring Binders;104.58;9.0;0.8;-172.557;;Kelly Williams
7007;CA-2016-119466;15/12/2016;21/12/2016;Standard Class;SP-20860;Sung Pak;Corporate;United States;Chicago;Illinois;60623.0;Central;FUR-FU-10001546;Furniture;Furnishings;Dana Swing-Arm Lamps;8.544;2.0;0.6;-7.476;;Kelly Williams
4831;CA-2016-120278;07/11/2016;12/11/2016;Standard Class;MS-17365;Maribeth Schnelling;Consumer;United States;Wausau;Wisconsin;54401.0;Central;OFF-AP-10001293;Office Supplies;Appliances;Belkin 8 Outlet Surge Protector;245.88;6.0;0.0;68.8464;;Kelly Williams
4832;CA-2016-120278;07/11/2016;12/11/2016;Standard Class;MS-17365;Maribeth Schnelling;Consumer;United States;Wausau;Wisconsin;54401.0;Central;OFF-ST-10004258;Office Supplies;Storage;Portable Personal File Box;36.63;3.0;0.0;9.8901;;Kelly Williams
