Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Sales;Quantity;Discount;Profit;Person
CA-2016-104178;25/08/2016;29/08/2016;Standard Class;JM-15265;Janet Molinari;Corporate;US;Los Angeles;California;90036;West;OFF-ST-10004258;48.84;4;0;13.1868;Anna Andreadi
CA-2016-104780;21/05/2016;25/05/2016;Standard Class;BT-11530;Bradley Talbott;Home Office;US;San Diego;California;92037;West;OFF-AR-10003514;31.84;8;0;10.5072;Anna Andreadi
CA-2016-104808;04/02/2016;08/02/2016;Second Class;MH-17440;Mark Haberlin;Corporate;US;Es~condido;California;92025;West;OFF-BI-10003676;17.248;2;0.2;6.0368;Anna Andreadi
CA-2016-104976;09/12/2016;16/12/2016;Standard Class;CK-12760;Cyma Kinney;Corporate;US;San Fran~cis~co;California;94122;West;OFF-PA-10003845;34.68;6;0;16.9932;Anna Andreadi
CA-2016-105172;04/04/2016;09/04/2016;Standard Class;PK-18910;Paul Knutson;Home Office;US;San Fran~cis~co;California;94109;West;OFF-LA-10001641;18.9;6;0;9.072;Anna Andreadi
CA-2016-105249;28/11/2016;28/11/2016;Same Day;DH-13675;Duane Huffman;Home Office;US;San Fran~cis~co;California;94122;West;OFF-SU-10001225;7.36;2;0;0.1472;Anna Andreadi
CA-2016-105249;28/11/2016;28/11/2016;Same Day;DH-13675;Duane Huffman;Home Office;US;San Fran~cis~co;California;94122;West;OFF-LA-10002043;41.4;4;0;19.872;Anna Andreadi
CA-2016-105249;28/11/2016;28/11/2016;Same Day;DH-13675;Duane Huffman;Home Office;US;San Fran~cis~co;California;94122;West;FUR-BO-10000330;411.332;4;0.15;-4.8392;Anna Andreadi
CA-2016-105270;11/11/2016;18/11/2016;Standard Class;AP-10915;Arthur Prichep;Consumer;US;Los Angeles;California;90008;West;OFF-AR-10003156;30.48;3;0;7.9248;Anna Andreadi
CA-2016-105270;11/11/2016;18/11/2016;Standard Class;AP-10915;Arthur Prichep;Consumer;US;Los Angeles;California;90008;West;FUR-CH-10000988;112.648;1;0.2;11.2648;Anna Andreadi
CA-2016-105648;03/03/2016;07/03/2016;Standard Class;EJ-14155;Eva Jacobs;Consumer;US;San Diego;California;92037;West;FUR-TA-10002958;626.352;3;0.2;-23.4882;Anna Andreadi
CA-2016-106264;26/12/2016;30/12/2016;Standard Class;CK-12595;Clytie Kelty;Consumer;US;San Diego;California;92024;West;OFF-SU-10002189;11.91;3;0;0.1191;Anna Andreadi
CA-2016-106264;26/12/2016;30/12/2016;Standard Class;CK-12595;Clytie Kelty;Consumer;US;San Diego;California;92024;West;FUR-FU-10001852;3.48;2;0;1.1136;Anna Andreadi
CA-2016-106439;31/10/2016;04/11/2016;Standard Class;GG-14650;Greg Guthrie;Corporate;US;Los Angeles;California;90049;West;OFF-FA-10002975;11.34;3;0;5.2164;Anna Andreadi
CA-2016-106439;31/10/2016;04/11/2016;Standard Class;GG-14650;Greg Guthrie;Corporate;US;Los Angeles;California;90049;West;OFF-ST-10003996;80.3;5;0;20.878;Anna Andreadi
CA-2016-106439;31/10/2016;04/11/2016;Standard Class;GG-14650;Greg Guthrie;Corporate;US;Los Angeles;California;90049;West;OFF-BI-10002571;15.968;2;0.2;5.3892;Anna Andreadi
CA-2016-106439;31/10/2016;04/11/2016;Standard Class;GG-14650;Greg Guthrie;Corporate;US;Los Angeles;California;90049;West;OFF-PA-10000477;64.74;13;0;30.4278;Anna Andreadi
CA-2016-106439;31/10/2016;04/11/2016;Standard Class;GG-14650;Greg Guthrie;Corporate;US;Los Angeles;California;90049;West;OFF-BI-10004209;19.296;3;0.2;6.03;Anna Andreadi
CA-2016-106439;31/10/2016;04/11/2016;Standard Class;GG-14650;Greg Guthrie;Corporate;US;Los Angeles;California;90049;West;OFF-ST-10001963;405.64;4;0;12.1692;Anna Andreadi
CA-2016-106439;31/10/2016;04/11/2016;Standard Class;GG-14650;Greg Guthrie;Corporate;US;Los Angeles;California;90049;West;FUR-CH-10003833;146.352;3;0.2;-9.147;Anna Andreadi
CA-2016-106439;31/10/2016;04/11/2016;Standard Class;GG-14650;Greg Guthrie;Corporate;US;Los Angeles;California;90049;West;TEC-AC-10004568;251.91;9;0;47.8629;Anna Andreadi
CA-2016-106439;31/10/2016;04/11/2016;Standard Class;GG-14650;Greg Guthrie;Corporate;US;Los Angeles;California;90049;West;OFF-AR-10001419;12.39;3;0;3.717;Anna Andreadi
CA-2016-106726;06/12/2016;08/12/2016;First Class;RS-19765;Roland Schwarz;Corporate;US;Los Angeles;California;90008;West;OFF-ST-10001496;1261.33;7;0;327.9458;Anna Andreadi
CA-2016-107139;05/07/2016;11/07/2016;Standard Class;DP-13390;Dennis Pardue;Home Office;US;Los Angeles;California;90004;West;OFF-BI-10001670;180.96;6;0.2;67.86;Anna Andreadi
CA-2016-107181;04/02/2016;08/02/2016;Standard Class;DB-13270;Deborah Brumfield;Home Office;US;San Diego;California;92024;West;OFF-BI-10004230;82.896;3;0.2;29.0136;Anna Andreadi
CA-2016-107181;04/02/2016;08/02/2016;Standard Class;DB-13270;Deborah Brumfield;Home Office;US;San Diego;California;92024;West;OFF-PA-10000350;34.24;4;0;16.0928;Anna Andreadi
CA-2016-109134;05/11/2016;10/11/2016;Standard Class;DE-13255;Deanra Eno;Home Office;US;Los Angeles;California;90008;West;FUR-FU-10000320;20.04;6;0;8.8176;Anna Andreadi
CA-2016-109218;30/06/2016;03/07/2016;Second Class;AR-10825;Anthony Rawles;Corporate;US;Los Angeles;California;90004;West;OFF-AR-10001374;32.4;5;0;10.368;Anna Andreadi
CA-2016-109897;12/08/2016;16/08/2016;Standard Class;BW-11200;Ben Wallace;Consumer;US;San Fran~cis~co;California;94122;West;TEC-PH-10003691;806.336;8;0.2;50.396;Anna Andreadi
CA-2016-109897;12/08/2016;16/08/2016;Standard Class;BW-11200;Ben Wallace;Consumer;US;San Fran~cis~co;California;94122;West;FUR-FU-10002878;85.44;3;0;31.6128;Anna Andreadi
CA-2016-109918;07/09/2016;12/09/2016;Second Class;LR-17035;Lisa Ryan;Corporate;US;Santa ~clara;California;95051;West;OFF-SU-10004290;27.36;4;0;7.3872;Anna Andreadi
CA-2016-109918;07/09/2016;12/09/2016;Second Class;LR-17035;Lisa Ryan;Corporate;US;Santa ~clara;California;95051;West;OFF-PA-10000174;20.56;2;0;9.6632;Anna Andreadi
CA-2016-109918;07/09/2016;12/09/2016;Second Class;LR-17035;Lisa Ryan;Corporate;US;Santa ~clara;California;95051;West;OFF-BI-10004308;83.92;5;0.2;31.47;Anna Andreadi
CA-2016-110184;12/07/2016;16/07/2016;Standard Class;BF-11170;Ben Ferrer;Home Office;US;Los Angeles;California;90036;West;OFF-ST-10000107;249.75;9;0;44.955;Anna Andreadi
CA-2016-110184;12/07/2016;16/07/2016;Standard Class;BF-11170;Ben Ferrer;Home Office;US;Los Angeles;California;90036;West;TEC-PH-10000439;255.936;8;0.2;28.7928;Anna Andreadi
CA-2016-110527;09/08/2016;16/08/2016;Standard Class;ED-13885;Emily Ducich;Home Office;US;San Diego;California;92037;West;OFF-LA-10000262;20.88;8;0;9.6048;Anna Andreadi
CA-2016-110786;29/12/2016;02/01/2017;Standard Class;AJ-10795;Anthony Johnson;Corporate;US;San Fran~cis~co;California;94110;West;FUR-FU-10000550;24.9;5;0;8.217;Anna Andreadi
CA-2016-110786;29/12/2016;02/01/2017;Standard Class;AJ-10795;Anthony Johnson;Corporate;US;San Fran~cis~co;California;94110;West;OFF-PA-10000528;21.12;4;0;9.504;Anna Andreadi
CA-2016-110786;29/12/2016;02/01/2017;Standard Class;AJ-10795;Anthony Johnson;Corporate;US;San Fran~cis~co;California;94110;West;TEC-MA-10003183;767.952;6;0.2;287.982;Anna Andreadi
CA-2016-110786;29/12/2016;02/01/2017;Standard Class;AJ-10795;Anthony Johnson;Corporate;US;San Fran~cis~co;California;94110;West;OFF-BI-10003305;14.352;3;0.2;4.6644;Anna Andreadi
CA-2016-110786;29/12/2016;02/01/2017;Standard Class;AJ-10795;Anthony Johnson;Corporate;US;San Fran~cis~co;California;94110;West;TEC-PH-10001425;191.976;3;0.2;19.1976;Anna Andreadi
CA-2016-110786;29/12/2016;02/01/2017;Standard Class;AJ-10795;Anthony Johnson;Corporate;US;San Fran~cis~co;California;94110;West;OFF-LA-10001474;274.77;9;0;126.3942;Anna Andreadi
CA-2016-110786;29/12/2016;02/01/2017;Standard Class;AJ-10795;Anthony Johnson;Corporate;US;San Fran~cis~co;California;94110;West;FUR-FU-10000672;70.56;6;0;23.9904;Anna Andreadi
CA-2016-110849;18/04/2016;23/04/2016;Standard Class;JL-15835;John Lee;Consumer;US;Los Angeles;California;90049;West;TEC-MA-10002859;287.968;4;0.2;97.1892;Anna Andreadi
CA-2016-110849;18/04/2016;23/04/2016;Standard Class;JL-15835;John Lee;Consumer;US;Los Angeles;California;90049;West;OFF-AR-10002375;13.12;4;0;3.8048;Anna Andreadi
CA-2016-110849;18/04/2016;23/04/2016;Standard Class;JL-15835;John Lee;Consumer;US;Los Angeles;California;90049;West;OFF-AR-10000657;10.75;5;0;3.5475;Anna Andreadi
CA-2016-110849;18/04/2016;23/04/2016;Standard Class;JL-15835;John Lee;Consumer;US;Los Angeles;California;90049;West;OFF-FA-10000134;11.62;2;0;3.6022;Anna Andreadi
CA-2016-111857;23/04/2016;26/04/2016;Second Class;NM-18445;Nathan Mautz;Home Office;US;San Fran~cis~co;California;94109;West;OFF-PA-10001878;48.91;1;0;22.9877;Anna Andreadi
CA-2016-111871;18/03/2016;21/03/2016;Second Class;EK-13795;Eileen Kiefer;Home Office;US;San Fran~cis~co;California;94110;West;FUR-BO-10004218;1198.33;10;0.15;70.49;Anna Andreadi
CA-2016-112291;03/04/2016;08/04/2016;Standard Class;KE-16420;Katrina Edelman;Corporate;US;Los Angeles;California;90008;West;OFF-EN-10001415;11.16;2;0;5.58;Anna Andreadi
CA-2016-112291;03/04/2016;08/04/2016;Standard Class;KE-16420;Katrina Edelman;Corporate;US;Los Angeles;California;90008;West;TEC-AC-10001284;62.31;3;0;22.4316;Anna Andreadi
CA-2016-112291;03/04/2016;08/04/2016;Standard Class;KE-16420;Katrina Edelman;Corporate;US;Los Angeles;California;90008;West;TEC-AC-10000736;159.98;2;0;57.5928;Anna Andreadi
CA-2016-112837;11/09/2016;16/09/2016;Standard Class;LW-17125;Liz Willingham;Consumer;US;Oxnard;California;93030;West;FUR-FU-10004006;127.95;3;0;21.7515;Anna Andreadi
CA-2016-112851;17/09/2016;21/09/2016;Standard Class;NR-18550;Nick Radford;Consumer;US;~chula Vista;California;91911;West;OFF-EN-10001453;182.94;3;0;85.9818;Anna Andreadi
CA-2016-113271;09/07/2016;14/07/2016;Standard Class;DS-13030;Darrin Sayre;Home Office;US;San Fran~cis~co;California;94122;West;OFF-BI-10002609;14.304;6;0.2;4.6488;Anna Andreadi
CA-2016-113271;09/07/2016;14/07/2016;Standard Class;DS-13030;Darrin Sayre;Home Office;US;San Fran~cis~co;California;94122;West;FUR-BO-10004218;119.833;1;0.15;7.049;Anna Andreadi
CA-2016-113271;09/07/2016;14/07/2016;Standard Class;DS-13030;Darrin Sayre;Home Office;US;San Fran~cis~co;California;94122;West;OFF-AR-10003251;5.56;2;0;2.224;Anna Andreadi
CA-2016-113271;09/07/2016;14/07/2016;Standard Class;DS-13030;Darrin Sayre;Home Office;US;San Fran~cis~co;California;94122;West;OFF-PA-10002365;32.4;5;0;15.552;Anna Andreadi
CA-2016-113320;12/12/2016;15/12/2016;Second Class;LH-17155;Logan Haushalter;Consumer;US;Oakland;California;94601;West;FUR-FU-10004270;12.54;3;0;4.5144;Anna Andreadi
CA-2016-113320;12/12/2016;15/12/2016;Second Class;LH-17155;Logan Haushalter;Consumer;US;Oakland;California;94601;West;OFF-ST-10000617;8.94;3;0;0.6258;Anna Andreadi
CA-2016-113320;12/12/2016;15/12/2016;Second Class;LH-17155;Logan Haushalter;Consumer;US;Oakland;California;94601;West;FUR-FU-10001706;9.24;3;0;4.4352;Anna Andreadi
CA-2016-113579;13/12/2016;15/12/2016;Second Class;KD-16345;Katherine Ducich;Consumer;US;Los Angeles;California;90049;West;OFF-PA-10001457;90.24;6;0;41.5104;Anna Andreadi
CA-2016-113768;13/05/2016;19/05/2016;Standard Class;AH-10030;Aaron Hawkins;Corporate;US;Los Angeles;California;90004;West;FUR-CH-10002439;279.456;6;0.2;20.9592;Anna Andreadi
CA-2016-113768;13/05/2016;19/05/2016;Standard Class;AH-10030;Aaron Hawkins;Corporate;US;Los Angeles;California;90004;West;OFF-PA-10003063;8;2;0;3.84;Anna Andreadi
CA-2016-114125;09/07/2016;13/07/2016;Standard Class;GH-14410;Gary Hansen;Home Office;US;Los Angeles;California;90049;West;OFF-LA-10004559;2.88;1;0;1.4112;Anna Andreadi
CA-2016-114125;09/07/2016;13/07/2016;Standard Class;GH-14410;Gary Hansen;Home Office;US;Los Angeles;California;90049;West;OFF-BI-10003291;41.904;6;0.2;14.1426;Anna Andreadi
CA-2016-114125;09/07/2016;13/07/2016;Standard Class;GH-14410;Gary Hansen;Home Office;US;Los Angeles;California;90049;West;OFF-ST-10001505;23.92;4;0;4.0664;Anna Andreadi
CA-2016-114433;13/05/2016;17/05/2016;Standard Class;NP-18325;Naresj Patel;Consumer;US;Oakland;California;94601;West;TEC-AC-10002800;149.97;3;0;52.4895;Anna Andreadi
CA-2016-114643;13/06/2016;17/06/2016;Standard Class;FM-14215;Filia McAdams;Corporate;US;Los Angeles;California;90032;West;OFF-AR-10003631;14.52;3;0;4.7916;Anna Andreadi
CA-2016-115161;31/01/2016;02/02/2016;First Class;LC-17050;Liz Carlisle;Consumer;US;Mission Viejo;California;92691;West;FUR-BO-10003966;290.666;2;0.15;3.4196;Anna Andreadi
CA-2016-115812;09/06/2016;14/06/2016;Standard Class;BH-11710;Brosina Hoffman;Consumer;US;Los Angeles;California;90032;West;FUR-FU-10001487;48.86;7;0;14.1694;Anna Andreadi
CA-2016-115812;09/06/2016;14/06/2016;Standard Class;BH-11710;Brosina Hoffman;Consumer;US;Los Angeles;California;90032;West;OFF-AR-10002833;7.28;4;0;1.9656;Anna Andreadi
CA-2016-115812;09/06/2016;14/06/2016;Standard Class;BH-11710;Brosina Hoffman;Consumer;US;Los Angeles;California;90032;West;TEC-PH-10002275;907.152;6;0.2;90.7152;Anna Andreadi
CA-2016-115812;09/06/2016;14/06/2016;Standard Class;BH-11710;Brosina Hoffman;Consumer;US;Los Angeles;California;90032;West;OFF-BI-10003910;18.504;3;0.2;5.7825;Anna Andreadi
CA-2016-115812;09/06/2016;14/06/2016;Standard Class;BH-11710;Brosina Hoffman;Consumer;US;Los Angeles;California;90032;West;OFF-AP-10002892;114.9;5;0;34.47;Anna Andreadi
CA-2016-115812;09/06/2016;14/06/2016;Standard Class;BH-11710;Brosina Hoffman;Consumer;US;Los Angeles;California;90032;West;FUR-TA-10001539;1706.184;9;0.2;85.3092;Anna Andreadi
CA-2016-115812;09/06/2016;14/06/2016;Standard Class;BH-11710;Brosina Hoffman;Consumer;US;Los Angeles;California;90032;West;TEC-PH-10002033;911.424;4;0.2;68.3568;Anna Andreadi
CA-2016-115889;02/11/2016;06/11/2016;Standard Class;SH-20395;Shahid Hopkins;Consumer;US;San Fran~cis~co;California;94122;West;TEC-PH-10001615;46.384;2;0.2;5.2182;Anna Andreadi
CA-2016-115889;02/11/2016;06/11/2016;Standard Class;SH-20395;Shahid Hopkins;Consumer;US;San Fran~cis~co;California;94122;West;OFF-ST-10003208;362.92;2;0;105.2468;Anna Andreadi
CA-2016-116673;15/12/2016;19/12/2016;Second Class;JO-15280;Jas O'Carroll;Consumer;US;San Diego;California;92037;West;FUR-FU-10003829;6.16;2;0;1.9712;Anna Andreadi
CA-2016-116785;26/04/2016;30/04/2016;Standard Class;MH-17290;Marc Harrigan;Home Office;US;Los Angeles;California;90036;West;OFF-AR-10003504;21.4;5;0;6.206;Anna Andreadi
CA-2016-116785;26/04/2016;30/04/2016;Standard Class;MH-17290;Marc Harrigan;Home Office;US;Los Angeles;California;90036;West;OFF-LA-10000305;12.6;2;0;5.796;Anna Andreadi
CA-2016-116932;21/07/2016;25/07/2016;Standard Class;ME-18010;Michelle Ellison;Corporate;US;San Fran~cis~co;California;94122;West;OFF-AR-10002067;99.2;5;0;25.792;Anna Andreadi
CA-2016-116932;21/07/2016;25/07/2016;Standard Class;ME-18010;Michelle Ellison;Corporate;US;San Fran~cis~co;California;94122;West;FUR-CH-10001215;801.568;2;0.2;50.098;Anna Andreadi
CA-2016-116932;21/07/2016;25/07/2016;Standard Class;ME-18010;Michelle Ellison;Corporate;US;San Fran~cis~co;California;94122;West;FUR-TA-10004175;272.848;1;0.2;27.2848;Anna Andreadi
CA-2016-117317;19/10/2016;19/10/2016;Same Day;JF-15490;Jeremy Farry;Consumer;US;Los Angeles;California;90032;West;OFF-PA-10004519;13.44;3;0;6.5856;Anna Andreadi
CA-2016-117464;22/07/2016;24/07/2016;Second Class;NP-18325;Naresj Patel;Consumer;US;San Fran~cis~co;California;94122;West;OFF-AR-10003190;11.52;4;0;3.2256;Anna Andreadi
CA-2016-117464;22/07/2016;24/07/2016;Second Class;NP-18325;Naresj Patel;Consumer;US;San Fran~cis~co;California;94122;West;FUR-CH-10000155;717.72;3;0.2;71.772;Anna Andreadi
CA-2016-117464;22/07/2016;24/07/2016;Second Class;NP-18325;Naresj Patel;Consumer;US;San Fran~cis~co;California;94122;West;OFF-ST-10003058;236.5;10;0;68.585;Anna Andreadi
CA-2016-117464;22/07/2016;24/07/2016;Second Class;NP-18325;Naresj Patel;Consumer;US;San Fran~cis~co;California;94122;West;FUR-TA-10004767;170.352;3;0.2;19.1646;Anna Andreadi
CA-2016-118962;05/08/2016;09/08/2016;Standard Class;CS-12130;Chad Sievert;Consumer;US;Los Angeles;California;90004;West;OFF-PA-10000659;20.94;3;0;9.8418;Anna Andreadi
CA-2016-118962;05/08/2016;09/08/2016;Standard Class;CS-12130;Chad Sievert;Consumer;US;Los Angeles;California;90004;West;OFF-PA-10001144;110.96;2;0;53.2608;Anna Andreadi
CA-2016-118962;05/08/2016;09/08/2016;Standard Class;CS-12130;Chad Sievert;Consumer;US;Los Angeles;California;90004;West;FUR-CH-10003817;340.144;7;0.2;21.259;Anna Andreadi
CA-2016-119144;16/11/2016;18/11/2016;First Class;JD-16150;Justin Deggeller;Corporate;US;Los Angeles;California;90008;West;TEC-PH-10004188;79.968;4;0.2;-17.9928;Anna Andreadi
CA-2016-119144;16/11/2016;18/11/2016;First Class;JD-16150;Justin Deggeller;Corporate;US;Los Angeles;California;90008;West;FUR-BO-10004015;305.9745;3;0.15;25.1979;Anna Andreadi
CA-2016-119144;16/11/2016;18/11/2016;First Class;JD-16150;Justin Deggeller;Corporate;US;Los Angeles;California;90008;West;OFF-ST-10000991;344.91;3;0;10.3473;Anna Andreadi
CA-2016-120243;27/12/2016;30/12/2016;Second Class;AT-10435;Alyssa Tate;Home Office;US;Los Angeles;California;90004;West;OFF-LA-10004425;11.56;4;0;5.4332;Anna Andreadi
CA-2016-120838;23/03/2016;26/03/2016;Second Class;PO-18865;Patrick O'Donnell;Consumer;US;Los Angeles;California;90036;West;OFF-ST-10000585;330.4;2;0;85.904;Anna Andreadi
CA-2016-120838;23/03/2016;26/03/2016;Second Class;PO-18865;Patrick O'Donnell;Consumer;US;Los Angeles;California;90036;West;TEC-PH-10003484;604.752;6;0.2;37.797;Anna Andreadi
CA-2016-121664;06/05/2016;10/05/2016;Standard Class;HP-14815;Harold Pawlan;Home Office;US;Los Angeles;California;90049;West;OFF-BI-10003684;140.736;8;0.2;52.776;Anna Andreadi
CA-2016-122679;22/07/2016;28/07/2016;Standard Class;AB-10255;Alejandro Ballentine;Home Office;US;Los Angeles;California;90008;West;OFF-AR-10004757;19.68;6;0;6.4944;Anna Andreadi
CA-2016-123260;26/08/2016;30/08/2016;Standard Class;FM-14290;Frank Merwin;Home Office;US;Los Angeles;California;90032;West;TEC-AC-10002323;176.8;8;0;22.984;Anna Andreadi
CA-2016-123323;07/11/2016;12/11/2016;Standard Class;LH-16900;Lena Hernandez;Consumer;US;San Fran~cis~co;California;94110;West;OFF-BI-10003684;123.144;7;0.2;46.179;Anna Andreadi
CA-2016-123344;24/09/2016;29/09/2016;Standard Class;JD-16060;Julia Dunbar;Consumer;US;San Fran~cis~co;California;94109;West;OFF-ST-10001713;211.96;4;0;8.4784;Anna Andreadi
CA-2016-123855;18/06/2016;23/06/2016;Standard Class;MC-18100;Mick Crebagga;Consumer;US;Los Angeles;California;90036;West;TEC-PH-10000215;139.8;5;0.2;12.2325;Anna Andreadi
CA-2016-124247;16/12/2016;21/12/2016;Standard Class;SH-20635;Stefanie Holloman;Corporate;US;Sa~cramento;California;95823;West;FUR-CH-10001854;1403.92;5;0.2;70.196;Anna Andreadi
CA-2016-124429;27/05/2016;27/05/2016;Same Day;MH-17785;Maya Herman;Corporate;US;San Diego;California;92105;West;FUR-TA-10002607;567.12;10;0.2;-28.356;Anna Andreadi
CA-2016-124429;27/05/2016;27/05/2016;Same Day;MH-17785;Maya Herman;Corporate;US;San Diego;California;92105;West;OFF-ST-10001809;359.32;4;0;7.1864;Anna Andreadi
CA-2016-124709;27/07/2016;29/07/2016;Second Class;GW-14605;Giulietta Weimer;Consumer;US;San Fran~cis~co;California;94122;West;TEC-AC-10002842;238;2;0;38.08;Anna Andreadi
CA-2016-125150;16/05/2016;23/05/2016;Standard Class;PW-19030;Pauline Webber;Corporate;US;Los Angeles;California;90036;West;FUR-CH-10002439;232.88;5;0.2;17.466;Anna Andreadi
CA-2016-125829;04/11/2016;11/11/2016;Standard Class;WB-21850;William Brown;Consumer;US;Los Angeles;California;90045;West;TEC-PH-10001079;666.344;7;0.2;66.6344;Anna Andreadi
CA-2016-125829;04/11/2016;11/11/2016;Standard Class;WB-21850;William Brown;Consumer;US;Los Angeles;California;90045;West;FUR-TA-10002041;573.728;4;0.2;-64.5444;Anna Andreadi
CA-2016-125829;04/11/2016;11/11/2016;Standard Class;WB-21850;William Brown;Consumer;US;Los Angeles;California;90045;West;OFF-BI-10001036;21.936;3;0.2;8.226;Anna Andreadi
CA-2016-125829;04/11/2016;11/11/2016;Standard Class;WB-21850;William Brown;Consumer;US;Los Angeles;California;90045;West;OFF-PA-10000223;19.44;3;0;9.3312;Anna Andreadi
CA-2016-125829;04/11/2016;11/11/2016;Standard Class;WB-21850;William Brown;Consumer;US;Los Angeles;California;90045;West;TEC-MA-10003246;447.968;4;0.2;139.99;Anna Andreadi
