Order_ID		Order_Date		Ship_Date		Ship_Mode		Customer_ID		Customer_Name		Segment		Country		City		State		Postal_Code		Region		Product_ID		Sales		Quantity		Discount		Profit		Person
CA-2016-119375		17/11/2016		22/11/2016		Standard Class		YC-21895		Yoseph Carroll		Corporate		United States		Newark		Delaware		19711		East		OFF-AR-10003752		57.75		5		0		26.565		Chuck Magee
CA-2016-119529		03/11/2016		05/11/2016		Second Class		DM-13345		Denise Monton		Corporate		United States		Orange		New Jersey		7050		East		OFF-BI-10000546		5.76		2		0		2.8224		Chuck Magee
CA-2016-119977		08/10/2016		13/10/2016		Second Class		DN-13690		Duane Noonan		Consumer		United States		New York City		New York		10011		East		OFF-PA-10003823		123.92		4		0		55.764		Chuck Magee
CA-2016-120887		27/09/2016		03/10/2016		Standard Class		TS-21205		Thomas Seio		Corporate		United States		Hackensack		New Jersey		7601		East		FUR-FU-10001588		87.54		3		0		37.6422		Chuck Magee
CA-2016-121167		28/11/2016		30/11/2016		Second Class		MO-17500		Mary O'Rourke		Consumer		United States		Freeport		New York		11520		East		OFF-BI-10003676		17.248		2		0.2		6.0368		Chuck Magee
CA-2016-121573		03/11/2016		07/11/2016		Standard Class		SG-20605		Speros Goranitis		Consumer		United States		New York City		New York		10009		East		TEC-PH-10000984		783.96		4		0		219.5088		Chuck Magee
CA-2016-121573		03/11/2016		07/11/2016		Standard Class		SG-20605		Speros Goranitis		Consumer		United States		New York City		New York		10009		East		OFF-BI-10000666		48.896		2		0.2		18.336		Chuck Magee
CA-2016-121573		03/11/2016		07/11/2016		Standard Class		SG-20605		Speros Goranitis		Consumer		United States		New York City		New York		10009		East		OFF-BI-10003712		7.856		2		0.2		2.8478		Chuck Magee
CA-2016-121727		19/08/2016		24/08/2016		Standard Class		JK-15625		Jim Karlsson		Consumer		United States		Columbus		Ohio		43229		East		OFF-AR-10004930		10.72		2		0.2		1.742		Chuck Magee
CA-2016-121769		08/04/2016		12/04/2016		Standard Class		JS-15880		John Stevenson		Consumer		United States		Toledo		Ohio		43615		East		FUR-TA-10004442		172.11		1		0.4		-94.6605		Chuck Magee
CA-2016-122070		22/04/2016		24/04/2016		Second Class		AH-10030		Aaron Hawkins		Corporate		United States		Troy		New York		12180		East		OFF-EN-10004773		247.84		8		0		121.4416		Chuck Magee
CA-2016-122070		22/04/2016		24/04/2016		Second Class		AH-10030		Aaron Hawkins		Corporate		United States		Troy		New York		12180		East		OFF-BI-10004970		9.912		3		0.2		3.3453		Chuck Magee
CA-2016-122336		13/04/2016		17/04/2016		Second Class		JD-15895		Jonathan Doherty		Corporate		United States		Philadelphia		Pennsylvania		19140		East		OFF-AR-10000122		17.856		4		0.2		1.116		Chuck Magee
CA-2016-122336		13/04/2016		17/04/2016		Second Class		JD-15895		Jonathan Doherty		Corporate		United States		Philadelphia		Pennsylvania		19140		East		OFF-BI-10003656		509.97		10		0.7		-407.976		Chuck Magee
CA-2016-122336		13/04/2016		17/04/2016		Second Class		JD-15895		Jonathan Doherty		Corporate		United States		Philadelphia		Pennsylvania		19140		East		OFF-FA-10002780		30.992		13		0.2		10.0724		Chuck Magee
CA-2016-122336		13/04/2016		17/04/2016		Second Class		JD-15895		Jonathan Doherty		Corporate		United States		Philadelphia		Pennsylvania		19140		East		TEC-PH-10000702		71.928		12		0.4		8.3916		Chuck Magee
CA-2016-122588		25/11/2016		27/11/2016		Second Class		AR-10540		Andy Reiter		Consumer		United States		Woonsocket		Rhode Island		2895		East		FUR-FU-10001095		52.96		2		0		20.1248		Chuck Magee
CA-2016-122882		07/09/2016		13/09/2016		Standard Class		SB-20290		Sean Braxton		Corporate		United States		Philadelphia		Pennsylvania		19134		East		OFF-ST-10002344		64.784		1		0.2		-14.5764		Chuck Magee
CA-2016-122882		07/09/2016		13/09/2016		Standard Class		SB-20290		Sean Braxton		Corporate		United States		Philadelphia		Pennsylvania		19134		East		TEC-PH-10003589		32.382		3		0.4		4.3176		Chuck Magee
CA-2016-122882		07/09/2016		13/09/2016		Standard Class		SB-20290		Sean Braxton		Corporate		United States		Philadelphia		Pennsylvania		19134		East		FUR-FU-10000758		42.368		2		0.2		8.4736		Chuck Magee
CA-2016-122882		07/09/2016		13/09/2016		Standard Class		SB-20290		Sean Braxton		Corporate		United States		Philadelphia		Pennsylvania		19134		East		TEC-MA-10004679		399.54		4		0.7		-559.356		Chuck Magee
CA-2016-122931		29/09/2016		03/10/2016		Standard Class		SM-20950		Suzanne McNair		Corporate		United States		Philadelphia		Pennsylvania		19134		East		OFF-AR-10003469		4.224		3		0.2		1.4784		Chuck Magee
